HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|HUVUDMANS NAMN|REKTORS NAMN|BARN- O FRITIDSPROGRAMMET|BYGG- O ANL. PROGRAMMET|EL- O ENERGIPROGRAMMET|FORDONS- O TRANSP. PROGRAMMET|HANDELS O ADM. PROGRAMMET|HANTVERKSPROGRAMMET|HOTELL O TURISMPROGRAMMET|INDUSTRITEKNISKA PROGRAMMET|NATURBRUKSPROGRAMMET|REST.- O LIVSMEDELSPROGRAMMET|VVS O FASTIGHETSPROGRAMMET|VÅRD O OMSORGSPROGRAMMET|EKONOMIPROGRAMMET|ESTETISKA PROGRAMMET|HUMANISTISKA PROGRAMMET|NATURVETENSKAPSPROGRAMMET|SAMHÄLLSVETENSKAPPROGRAMMET|TEKNIKPROGRAMMET|PREPARANDUTBILDNING|PROGRAMINRIKTAT IND. VAL|INDIVIDUELLT ALTERNATIV|SPRÅKINTRODUKTION|YRKESINTRODUKTION|FLYGTEKNIKUTBILDNINGEN|MARINTEKNIKUTBILDINGEN|SJÖFARTSUTBILDNINGEN|TÅGTEKNIKUTBILDNINGEN|UTBILDNINGEN SAMISKA NÄRINGAR|YRKESDANSARUTBILDNINGEN|VIDAREUTBILDING I FORM FJÄRDE TEKNISKT ÅR|ENDAST INTRODUKTIONSPROGRAM|ELEVER BARN O FRITID|ELEVER BYGG O ANL|ELEVER EL O ENERGI|ELEVER FORDON O TRANSP|ELEVER HANDEL O ADM|ELEVER HANTVERK|ELEVER HOTELL O TURISM|ELEVER INDUSTRITEKNISK|ELEVER NATURBRUK|ELEVER REST O LIVSMEDEL|ELEVER VVS O FASTIGHET|ELEVER VÅRD O OMSORG|TOTALT ANTAL ELEVER RIKSREKRYT UTB|ELEVER EKONOMI|ELEVER ESTETISK|ELEVER HUMANISTISK|ELEVER NATURVETENSKAP|ELEVER SAMHÄLLSVETENSKAP|ELEVER TEKNIK|ELEVER IB|ELEVER INTRO PREPARAND|ELEVER INTRO PROGRAMINR INDIVID|ELEVER YRKESINTRO|ELEVER INTRO INDIVID|ELEVER SPRÅKINTRO|TOTALT ANTAL ELEVER INTRODUKTIONSPROGRAM|ELEVER FLYGTEKNIKUTBILDNING|ELEVER MARINTEKNIKUTBILDNING|ELEVER SJÖFARTSUTBILDNING|ELEVER TÅGTEKNIKUTBILDNING|ELEVER UTB SAMISKA NÄRINGAR|ELEVER YRKESDANSARUTB|ELEVER VIDAREUTB FJÄRDE TEKNISKT ÅR|ELEVER TOTALT|INRIKTNING|JURIDISK FORM
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|86158933|De la Gardiegymnasiet, enhet 4|Stenportsgatan 21|53150|LIDKÖPING|Stenportsgatan 21|53150|LIDKÖPING|0510-771500|http://www.delagardie.lidkoping.se|dlgreception@lidkoping.se|LIDKÖPINGS KOMMUN|Karin Rosén|N|N|N|N|N|J|N|N|N|J|N|N|N|J|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|49|0|0|0|48|0|0|0|0|168|0|0|0|0|0|0|16|0|0|0|16|0|0|0|0|0|0|0|281||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|39179525|De la Gardiegymnasiet, enhet 5|Stenportsgatan 21|53150|LIDKÖPING|Stenportsgatan 21|53150|LIDKÖPING|0510-771500|http://www.delagardie.lidkoping.se|dlgreception@lidkoping.se|LIDKÖPINGS KOMMUN|Carina Bertilsson|J|N|J|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|J|J|N|N|N|N|N|N|N|N|N|87|0|1|0|0|0|0|0|0|0|0|79|0|0|0|0|0|0|0|0|0|9|30|52|78|169|0|0|0|0|0|0|0|336||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|14102256|De la Gardiegymnasiet, enhet 6|Stenportsgatan 21|53150|LIDKÖPING|Stenportsgatan 21|53150|LIDKÖPING|0510-771500|http://www.delagardie.lidkoping.se|dlgreception@lidkoping.se|LIDKÖPINGS KOMMUN|Anne Pehrsson|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|44|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|4|0|0|0|0|0|0|0|62||Kommuner
Enskild|5568902653|14|Västra Götalands län|1494|Lidköping|69288110|Thoren Innovation School Lidköping|Fabriksgatan 4|53130|LIDKÖPING|Fabriksg 4|53130|LIDKÖPING|0510-62420|http://www.tekniskagymnasiet.se|lidkoping@tekniskagymnasiet.se|Thoren Innovation School AB|Tobias Gren|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|2|0|0|0|2|0|0|0|0|0|0|0|44|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|30706655|Katedralskolan Skara Ro B|Skara kommun|53288|SKARA|Brunsbogatan 1|53238|SKARA|0511-32600|http://www.skara.se/katedralskolan|katedralskolan@skara.se|SKARA KOMMUN|Thomas Edlund|N|J|J|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|J|J|J|N|N|N|N|N|N|N|N|0|37|43|30|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55|6|0|10|49|120|0|0|0|0|0|0|0|231||Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|65674821|Katedralskolan Skara Ro C|Skara kommun|53288|SKARA|Brunsbogatan 1|53238|SKARA|0511-32600|http://www.skara.se/katedralskolan|katedralskolan@skara.se|SKARA KOMMUN|Jonas Wåhlberg|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|64|0|0|117|0|0|0|0|0|0|0|0|0|0|0|0|0|182||Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|92332557|Katedralskolan Skara Ro D|Skara kommun|53288|SKARA|Brunsbogatan 1|53238|SKARA|0511-32600|http://www.skara.se/katedralskolan|katedralskolan@skara.se|SKARA KOMMUN|Iben Tanggaard Skoglund|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|21|0|0|0|0|0|0|0|0|93|171|0|0|76|3|0|0|3|0|0|0|3|0|0|0|0|0|0|0|367||Kommuner
Landsting|2321000131|14|Västra Götalands län|1495|Skara|46332927|Naturbruksskolan Uddetorp|Naturbruksförvaltningen Regionens Hus|54180|SKÖVDE|ingen besöksadress|53296|SKARA|0511-26850|http://www.naturbruk.nu/uddetorp|uddetorp@vgregion.se|VÄSTRA GÖTALANDS LÄNS LANDSTING|Anders Benjaminsson|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|131|0|0|0|0|0|0|0|0|0|0|0|0|14|3|0|0|17|0|0|0|0|0|0|0|148||Landsting
Enskild|5565970471|14|Västra Götalands län|1496|Skövde|26671095|IT-Gymnasiet Skövde|Kylarvägen 1|54134|SKÖVDE|Kylarvägen 1|54134|SKÖVDE|0500-416990|http://www.it-gymnasiet.se/skovde|info.skovde@it-gymnasiet.se|IT Gymnasiet Sverige AB|Christer Daggberg|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|81|59|0|0|0|0|0|0|0|0|0|0|0|0|0|203|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|42911621|Kavelbro enhet 876|Kavelbrovägen 17|54136|SKÖVDE|Kavelbrovägen 17|54136|SKÖVDE|0500-497500|http://www.gymnasiumskovde.se|kavelbro@skovde.se|SKÖVDE KOMMUN|Fredrik Hasselplan|N|J|J|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|89|82|0|0|0|0|28|0|0|50|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|250||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|40575001|Kavelbro enhet 877|Kavelbrovägen 17|54136|SKÖVDE|Kavelbrovägen 17|54136|SKÖVDE|0500-497500|http://www.gymnasiumskovde.se|kavelbro@skovde.se|SKÖVDE KOMMUN|Erik Eriksson|N|N|N|J|N|J|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|98|0|61|0|0|0|49|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|208||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|43998440|Kavelbro enhet 878|Kavelbrovägen 17|54136|SKÖVDE|Kavelbrovägen 17|54136|SKÖVDE|0500-497500|http://www.gymnasiumskovde.se|kavelbro@skovde.se|SKÖVDE KOMMUN|Petra Björk|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|1|63|85|163|0|0|0|0|0|0|0|163||Kommuner
Enskild|5567560635|14|Västra Götalands län|1496|Skövde|75027822|Lichron Teknikgymnasium Skövde|Box 523|54128|SKÖVDE|Norregårdsvägen 17|54134|SKÖVDE|0500-445085|http://www.lichron.se|utbildning@lichron.se|Lichron Teknik AB|Jonas Bergström|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|96|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|96|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5565789129|14|Västra Götalands län|1496|Skövde|26508763|Plusgymnasiet i Skövde|S:ta Helenagatan 8|54130|SKÖVDE|S:ta Helenas gata 8|54130|SKÖVDE|0500-659901|http://www.plusgymnasiet.se|skovde@plusgymnasiet.se|Plusgymnasiet AB|Catarina Higgins|N|N|N|N|N|J|J|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|13|0|0|0|0|75|46|0|0|0|0|35|0|0|0|0|0|0|0|0|0|25|0|0|0|25|0|0|0|0|0|0|0|194|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5562575786|14|Västra Götalands län|1496|Skövde|14504503|Praktiska Skövde|Kylarevägen 2d|54134|SKÖVDE|Kylarevägen 2d|54134|SKÖVDE|0500-436550|http://www.praktiska.se|awaz.karim@vindora.se|Praktiska Sverige AB|Awaz Karim|N|J|J|J|J|J|N|N|J|N|N|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|15|9|18|13|13|0|0|5|0|0|16|0|0|0|0|0|0|0|0|0|20|9|0|0|29|0|0|0|0|0|0|0|118|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5560743089|14|Västra Götalands län|1496|Skövde|21850904|Volvogymnasiet Skövde|Box 16, Volvo Car Corporation|54121|SKÖVDE|John G Grönvalls plats 8|54136|SKÖVDE|0500-275261|http://www.volvogymnasiet.se|akinell@volvocars.com|VOLVO PERSONVAGNAR AKTIEBOLAG|Hans Karlsson|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|143|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|143|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|65320354|Västerhöjd enhet 871|Gymnasiegatan 1|54131|SKÖVDE|Gymnasiegatan 1|54131|SKÖVDE|0500-493800|http://www.gymnasiumskovde.se|vasterhojd@skovde.se|SKÖVDE KOMMUN|Marcus Björk|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|183|1|162|0|0|0|0|0|0|0|0|0|0|0|0|0|0|346||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|77544055|Västerhöjd enhet 872|Gymnasiegatan 1|54131|SKÖVDE|Gymnasiegatan 1|54131|SKÖVDE|0500-493800|http://www.gymnasiumskovde.se|vasterhojd@skovde.se|SKÖVDE KOMMUN|Ewa Hjerpe|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|82|0|0|0|0|0|0|1|0|191|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|275||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|49112879|Västerhöjd enhet 873|Gymnasiegatan 1|54131|SKÖVDE|Gymnasiegatan 1|54131|SKÖVDE|0500-493800|http://www.gymnasiumskovde.se|vasterhojd@skovde.se|SKÖVDE KOMMUN|Erik Eriksson|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|170|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|171||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|30279258|Västerhöjd enhet 874|Gymnasiegatan 1|54131|SKÖVDE|Gymnasiegatan 1|54131|SKÖVDE|0500-493800|http://www.gymnasiumskovde.se|vasterhojd@skovde.se|SKÖVDE KOMMUN|Marie-Louise Brage|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|2|0|0|1|70|1|266|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|341||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|16198647|Västerhöjd enhet 875|Gymnasiegatan 1|54131|SKÖVDE|Gymnasiegatan 1|54131|SKÖVDE|0500-493800|http://www.gymnasiumskovde.se|vasterhojd@skovde.se|SKÖVDE KOMMUN|Peter Hjortmar|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|75|0|0|0|0|0|0|0|0|0|0|209|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|286||Kommuner
Kommunal|2120001728|14|Västra Götalands län|1497|Hjo|53494028|Individuella programmet||54481|HJO|Lundbyvägen 12|54431|HJO|0503-35336|http://www.hjo.se|josefin.vester@hjo.se|HJO KOMMUN|Josefine Wester|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|5|18|0|0|0|0|0|0|0|18||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|90260899|Rudbecksgymnasiet 1|Tidaholms kommun|52283|TIDAHOLM|Vulcans väg 6|52234|TIDAHOLM|0502-606148|http://www.rudbecksgymnasiet.se|karin.larsson@tidaholm.se|TIDAHOLMS KOMMUN|Daniel Larsson|N|N|J|J|N|N|N|N|N|N|N|J|J|J|N|J|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|28|22|0|0|0|0|0|0|0|1|0|19|20|0|22|62|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|189||Kommuner
Kommunal|2120001736|14|Västra Götalands län|1498|Tidaholm|69302313|Rudbecksgymnasiet 2|Tidaholms kommun|52283|TIDAHOLM|Vulcans väg 6|52234|TIDAHOLM|0502-606148|http://www.rudbecksgymnasiet.se|karin.larsson@tidaholm.se|TIDAHOLMS KOMMUN|Anders Liedholm|J|N|N|N|N|N|N|J|N|J|N|J|N|N|N|N|N|N|J|J|J|J|N|N|N|N|N|N|N|N|N|5|0|0|0|0|0|0|11|0|20|0|24|0|0|0|0|0|0|0|0|15|4|11|4|59|93|0|0|0|0|0|0|0|153||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|17008320|Ållebergsgymnasiet A|Falköpings kommun|52181|FALKÖPING|Fredriksbergsvägen 36|52144|FALKÖPING|0515-886000|http://www.falkoping.se/allebergsgymnasiet|alleberg@falkoping.se|FALKÖPINGS KOMMUN|Daniel Gustafsson|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|J|N|J|N|N|N|N|N|N|N|N|N|J|N|0|0|0|0|0|0|0|25|0|0|0|0|0|0|0|0|75|0|116|0|0|4|0|0|0|4|0|0|0|0|0|0|0|220||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|56737496|Ållebergsgymnasiet B|Falköpings kommun|52181|FALKÖPING|Fredriksbergsvägen 36|52144|FALKÖPING|0515-886000|http://www.falkoping.se/allebergsgymnasiet|alleberg@falkoping.se|FALKÖPINGS KOMMUN|Harriet Nilsson|N|J|J|N|J|N|N|N|N|N|N|N|J|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|0|41|23|31|42|0|0|0|0|0|0|0|0|106|0|0|0|0|0|0|0|5|0|0|0|5|0|0|0|0|0|0|0|248||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|88850910|Ållebergsgymnasiet C|Falköpings kommun|52181|FALKÖPING|Fredriksbergsvägen 36|52144|FALKÖPING|0515-886000|http://www.falkoping.se/allebergsgymnasiet|alleberg@falkoping.se|FALKÖPINGS KOMMUN|Aida Dervisic|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|J|J|N|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36|0|9|10|85|140|0|0|0|0|0|0|0|140||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|78317945|Ållebergsgymnasiet D|Falköpings kommun|52181|FALKÖPING|Fredriksbergsvägen 36|52144|FALKÖPING|0515-886000|http://www.falkoping.se/allebergsgymnasiet|alleberg@falkoping.se|FALKÖPINGS KOMMUN|Jan Callenvik|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|1|0|0|0|0|0|0|0|0|0|0|63|0|0|0|0|0|1|0|0|0|3|0|0|0|3|0|0|0|0|0|0|0|68||Kommuner
Kommunal|2120001744|14|Västra Götalands län|1499|Falköping|93939982|Ållebergsgymnasiet E|Falköpings kommun|52181|FALKÖPING|Fredriksbergsvägen 36|52145|FALKÖPING|0515-886000|http://www.falkoping.se/allebergsgymnasiet|alleberg@falkoping.se|FALKÖPINGS KOMMUN|Peter Ström|J|N|N|J|N|J|N|N|N|N|N|N|N|J|N|N|J|N|N|J|N|N|J|N|N|N|N|N|N|N|N|75|0|1|0|0|5|0|0|0|0|0|0|0|2|31|0|0|114|0|0|0|2|0|0|0|2|0|0|0|0|0|0|0|230||Kommuner
Kommunal|2120001769|17|Värmlands län|1730|Eda|10200794|Eda gymnasieskola|Box 30|67040|ÅMOTFORS|Älvuddsgatan 38|67040|ÅMOTFORS|0571-28301|http://www.eda.se/|edagymnasieskola@eda.se|EDA KOMMUN|Helena Persson|N|N|N|N|N|N|J|J|N|J|N|N|N|N|N|N|N|N|N|J|J|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|12|11|0|15|0|0|0|0|0|0|0|0|0|0|0|1|2|3|29|35|0|0|0|0|0|0|0|73||Kommuner
Kommunal|2120001777|17|Värmlands län|1737|Torsby|34381901|Stjerneskolan|60 Stjerneskolan|68580|TORSBY|Fabriksgatan 3|68534|TORSBY|0560-16000|http://www.stjerneskolan.se|stjerneskolan@edu.torsby.se|TORSBY KOMMUN|Ros-Marie Johnsdotter|N|J|N|J|J|N|N|J|N|N|N|J|J|N|N|J|J|J|J|J|J|J|J|N|N|N|N|N|N|N|N|0|50|0|39|23|0|0|35|0|0|0|40|0|66|0|0|71|103|28|0|1|3|3|12|33|52|0|0|0|0|0|0|0|507||Kommuner
Kommunal|2120001785|17|Värmlands län|1760|Storfors|19005839|Gymnasieutbildn. i Storfors|Box 1001, Forsbroskolan|68829|STORFORS|Folkets Hus, Centrumplan 1|68830|STORFORS|0550-65226|http://www.storfors.se|annelie.izindre@storfors.se|STORFORS KOMMUN|Annelie Izindre|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|J|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|23|24|0|0|0|0|0|0|0|24||Kommuner
Enskild|8740019362|17|Värmlands län|1760|Storfors|30167976|Lundsbergs gymnasieskola|Lundsberg|68891|STORFORS|Lundsberg|68891|STORFORS|0550-740500|http://www.lundsbergsskola.se|info@lundsbergsskola.se|STIFTELSEN LUNDSBERGS SKOLA|Michael Lisberg|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|62|0|0|45|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|129|Allmän|Övriga stiftelser och fonder, inkl pensionsstiftelser och personalstiftelser
Enskild|5566205737|17|Värmlands län|1763|Forshaga|82163292|ForshagaAkademin|Industrileden 5 B|66732|FORSHAGA|Industrileden 5 B|66732|FORSHAGA|054-536100|http://www.forshagaakademin.se|info@forshagaakademin.se|ForshagaAkademin AB|Fredrik Ernfridsson|N|N|N|N|J|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|0|0|0|0|27|0|0|0|207|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|234|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001835|17|Värmlands län|1765|Årjäng|77379848|Årjängs gymnasieskola|Box 908|67229|ÅRJÄNG|Högdalsvägen 4|67231|ÅRJÄNG|0573-14225|http://www.arjang.se|agyskolan@arjang.se|ÅRJÄNGS KOMMUN|Ane Skoland|N|N|J|J|N|N|N|N|N|N|N|J|N|N|N|N|J|N|J|J|J|J|J|N|N|N|N|N|N|N|N|0|0|7|4|0|0|0|0|0|0|0|9|0|0|0|0|0|12|0|0|1|13|5|8|34|61|0|0|0|0|0|0|0|93||Kommuner
Kommunal|2120001843|17|Värmlands län|1766|Sunne|66273269|Sunne Gymnasieskola / Broby|Svetsarevägen 2|68633|SUNNE|Svetsarevägen 2|68693|SUNNE|0565-17900|http://www.sgbroby.se|sgbroby@sunne.se|SUNNE KOMMUN|Ronnie Palmqvist|N|N|N|N|N|N|N|J|N|N|N|N|J|N|N|J|J|N|N|J|J|J|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|43|0|0|0|0|0|1|0|0|28|47|0|0|0|5|9|8|43|65|0|0|0|0|0|0|0|184||Kommuner
Kommunal|2120001843|17|Värmlands län|1766|Sunne|82888663|Sunne Gymnasieskola / Södra Viken|35. Södra Viken|68680|SUNNE|Södra Viken|68633|SUNNE|0565-15555|http://www.viken.sunne.se|info@viken.sunne.se|SUNNE KOMMUN|Rickard Martinsson|N|N|N|J|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|94|0|0|0|0|82|0|0|0|0|0|0|0|0|0|0|0|0|11|1|0|0|12|0|0|0|0|0|0|0|188||Kommuner
Enskild|8572006313|17|Värmlands län|1780|Karlstad|68920727|Folkuniversitetets gymnasium i Karlstad|Orrholmsgatan 8|65215|KARLSTAD|Orrholmsgatan 8|65215|KARLSTAD|054-195842|http://www.folkuniversitetet.se/karlstadsgymnasium|gymnasium.karlstad@folkuniversitetet.se|FOLKUNIVERSITETET STIFTELSEN KURSVER KSAMHETEN VID GÖTEBORGS UNIVERSITET|Johan Ekström|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|0|98|0|0|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|146|Allmän|Övriga stiftelser och fonder, inkl pensionsstiftelser och personalstiftelser
Enskild|5569172041|17|Värmlands län|1780|Karlstad|27115998|Fria Läroverken Karlstad|Orrholmsgatan 4|65226|KARLSTAD|Orrholmsgatan 4|65226|KARLSTAD|054-220080|http://www.laroverken.se/karlstad|karlstad@laroverken.se|Fria Läroverken i Sverige AB|Magnus Alehed|J|N|J|N|N|J|N|N|N|N|N|N|J|J|N|J|J|J|N|J|N|N|N|N|N|N|N|N|N|N|N|68|0|61|0|0|9|0|0|0|0|0|0|0|142|31|0|17|102|29|0|0|2|0|0|0|2|0|0|0|0|0|0|0|461|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5565970471|17|Värmlands län|1780|Karlstad|41867682|IT-Gymnasiet Karlstad|Orrholmsgatan 4|65215|KARLSTAD|Orrholmsgatan 4|65215|KARLSTAD|070-5089323|http://www.it-gymnasiet.se|info.karlstad@it-gymnasiet.se|IT Gymnasiet Sverige AB|Ami Eriksson|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|67|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566303938|17|Värmlands län|1780|Karlstad|79516949|Klara Gymnasium Karlstad|Kasernhöjden 9|65339|KARLSTAD|Kasernhöjden 9|65339|KARLSTAD|054-177440|http://www.klaragymnasium.se/karlstad|karlstad@klaragymnasium.se|Klaragymnasium AB|Andreas Johansson|N|N|N|N|N|N|N|N|N|N|N|N|J|J|N|J|J|J|N|N|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|0|0|0|0|0|33|71|0|50|63|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|289|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Enskild|5566243548|17|Värmlands län|1780|Karlstad|65662401|Lillerudsgymnasiet|Lillerud|66050|VÅLBERG|Lillerud|66050|VÅLBERG|054-840800|http://www.lillerud.se|gymnasiet@lillerud.se|LILLERUDSGYMNASIET AB|Anders Westlund|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|J|N|N|N|N|N|N|N|N|N|N|N|0|0|0|0|0|0|0|0|218|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|6|0|0|0|0|0|0|0|224|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
