HUVUDMANNATYP|ORGANISATIONSNR|LÄN|LÄNSNAMN|KOMMUN|KOMMUNNAMN|SKOLENHETSKOD|NAMN|ADRESS|POSTNR|POSTORT|BESÖKSADRESS|BESÖKSPOSTNR|BESÖKSPOSTORT|TELENR|WEBB|EPOST|FKLASS|ÅR1|ÅR2|ÅR3|ÅR4|ÅR5|ÅR6|ÅR7|ÅR8|ÅR9|HUVUDMANS NAMN|REKTORS NAMN|ELEVAR FKLASS|ELEVER ÅR1|ELEVER ÅR2|ELEVER ÅR3|ELEVER ÅR4|ELEVER ÅR5|ELEVER ÅR6|ELEVER ÅR7|ELEVER ÅR8|ELEVER ÅR9|INRIKTNING|JURIDISK FORM
Kommunal|2120001579|14|Västra Götalands län|1491|Ulricehamn|22689061|Tvärreds skola|Stavared|52394|TVÄRRED|Stavared|52394|TVÄRRED|0321-595860|http://www.ulricehamn.se|tvarredsskola@ulricehamn.se|J|J|J|J|J|J|J|N|N|N|ULRICEHAMNS KOMMUN|Maria Persson|14|6|9|14|8|5|9|0|0|0||Kommuner
Kommunal|2120001579|14|Västra Götalands län|1491|Ulricehamn|32255976|Ulrikaskolan||52386|ULRICEHAMN|Tre Rosors väg|52336|ULRICEHAMN|0321-595400|http://www.ulricehamn.se|ulrikaskolan@ulricehamn.se|J|J|J|J|J|J|J|N|N|N|ULRICEHAMNS KOMMUN|Mimmi Målberg|47|46|49|49|53|46|50|0|0|0||Kommuner
Kommunal|2120001579|14|Västra Götalands län|1491|Ulricehamn|28791604|Vegby skola|Skolgatan 2|52011|VEGBY|Skolgatan 2|52011|VEGBY|0321-595580|http://www.ulricehamn.se|vegbyskola@ulricehamn.se|J|J|J|J|J|J|J|N|N|N|ULRICEHAMNS KOMMUN|Maria Persson|8|13|16|10|9|9|6|0|0|0||Kommuner
Enskild|7164477551|14|Västra Götalands län|1491|Ulricehamn|92595749|Vistaholms skola|Vistaholm|52337|ULRICEHAMN|Vistaholm|52337|ULRICEHAMN|0321-14740|http://www.vistaholm.se|skolan@vistaholm.se|J|J|J|J|N|N|N|N|N|N|FÖRÄLDRAKOOPERATIVET VISTAHOLM EK. FÖR.|Margareta Lilja|12|10|11|14|0|0|0|0|0|0|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Kommunal|2120001579|14|Västra Götalands län|1491|Ulricehamn|28080863|Ätradalsskolan|Lenav 1, Timmele skola|52372|TIMMELE|Lenavägen 1|52372|TIMMELE|0321-595523|http://www.ulricehamn.se|atradalsskolan@ulricehamn.se|N|N|N|N|N|N|N|J|J|J|ULRICEHAMNS KOMMUN|Lars Sandén|0|0|0|0|0|0|0|95|76|80||Kommuner
Enskild|8024439062|14|Västra Götalands län|1492|Åmål|25567918|Edsleskogs Friskola|Edsleskog 121|66291|ÅMÅL|Edsleskogs skola|66291|ÅMÅL|0532-51005|http://www.edsleskogsfriskola.se|morgan.magnusson@edsleskogsfriskola.se|J|J|J|J|J|J|J|N|N|N|FÖRENINGEN EDSLESKOGS FRISKOLA|Morgan Magnusson|10|7|2|5|5|5|5|0|0|0|Allmän|Ideella föreningar
Kommunal|2120001587|14|Västra Götalands län|1492|Åmål|84599718|Fengersfors skola|Knarrbyvägen 17|66295|FENGERSFORS|Knarrbyvägen 17|66295|FENGERSFORS|0532-777038|http://www.amal.se|fengersforsskola@amal.se|J|J|J|J|N|N|N|N|N|N|ÅMÅLS KOMMUN|Renato Radic|5|6|4|5|0|0|0|0|0|0||Kommuner
Kommunal|2120001587|14|Västra Götalands län|1492|Åmål|57530972|Kristinebergskolan 1|Kristinebergsgatan 3|66236|ÅMÅL|Kristinebergsgatan 3|66236|ÅMÅL|0532-17272|http://www.amal.se|kristinebergskolan@amal.se|N|N|N|N|N|N|N|J|J|J|ÅMÅLS KOMMUN|Henrik Larsson|0|0|0|0|0|0|0|52|94|97||Kommuner
Kommunal|2120001587|14|Västra Götalands län|1492|Åmål|60891289|Kristinebergskolan 2|Kristinebergsgatan 3|66236|ÅMÅL|Kristinebergsgatan 3|66236|ÅMÅL|0532-17272|http://www.amal.se|kristinebergskolan@amal.se|N|N|N|N|N|N|N|J|J|J|ÅMÅLS KOMMUN|Fredrik Eriksson|0|0|0|0|0|0|0|100|46|51||Kommuner
Enskild|5568523681|14|Västra Götalands län|1492|Åmål|80947842|Natur och Miljöskolan i Åmål|Drottninggatan 45|66233|ÅMÅL|Drottninggatan 45|66233|ÅMÅL|0532-16411|http://www.naturomiljoskolan.se|info@naturomiljoskolan.se|J|J|J|J|J|J|J|N|N|N|Natur- och Miljöskolan i Åmål AB|Kerstin Persson|22|19|21|20|14|14|9|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001587|14|Västra Götalands län|1492|Åmål|35194793|Rösparksskolan|Läroverksgatan 20|66237|ÅMÅL|Läroverksgatan 20|66237|ÅMÅL|0532-17181|http://www.amal.se|rosparksskolan@amal.se|J|J|J|J|J|J|J|N|N|N|ÅMÅLS KOMMUN|Lars-Erik Fransson|61|66|56|59|55|70|60|0|0|0||Kommuner
Kommunal|2120001587|14|Västra Götalands län|1492|Åmål|84166285|Södra Skolan|Kungsgatan 32|66231|ÅMÅL|Kungsgatan 32|66231|ÅMÅL|0532-17192|http://www.amal.se|sodraskolan@amal.se|J|J|J|J|J|J|J|N|N|N|ÅMÅLS KOMMUN|Malin Brunzell|30|17|39|24|27|35|35|0|0|0||Kommuner
Kommunal|2120001587|14|Västra Götalands län|1492|Åmål|79937107|Tösse skola|Skolvägen 1|66298|TÖSSE|Skolvägen 1|66298|TÖSSE|0532-20180|http://www.amal.se|tosseskola@amal.se|J|J|J|J|J|J|J|N|N|N|ÅMÅLS KOMMUN|Renato Radic|9|14|10|6|20|17|16|0|0|0||Kommuner
Enskild|5568020852|14|Västra Götalands län|1493|Mariestad|29289355|Ekhamraskolan|Carlbäcksvägen 4 A|54232|MARIESTAD|Carlbäcksvägen 4 A|54232|MARIESTAD|0501-395770|http://www.ekhamraskolan.se|olof.lindblad@ekhamraskolan.se|N|N|N|N|N|N|N|J|J|J|Friskolan i Mariestad AB|Olof Lindblad|0|0|0|0|0|0|0|60|60|56|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|24046466|Flitiga Lisans skola|Södra vägen 3|54244|MARIESTAD|Södra vägen 3|54244|MARIESTAD|0501-755530|http://www.mariestad.se|tunaholmsskolan@mariestad.se|J|J|J|J|J|J|N|N|N|N|MARIESTADS KOMMUN|Stina Wallqvist|25|13|23|27|23|0|22|0|0|0||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|99243321|Grangärdets skola|Solhemsvägen 35|54234|MARIESTAD|Solhemsvägen 35|54234|MARIESTAD|0501-755400|http://www.mariestad.se|hogelidsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Lena Ottosson-Burge|24|22|15|15|27|23|17|0|0|0||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|55024806|Hasslerörs skola|Tunnlandsvägen 3|54272|MARIESTAD|Tunnlandsvägen 3|54272|MARIESTAD|0501-755340|http://www.mariestad.se|hassleror.skola@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Yvonne Arestrand|8|13|12|8|2|6|6|0|0|0||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|62694008|Högelidsskolan 7-9|Bergsgatan 31|54231|MARIESTAD|Bergsgatan 31|54231|MARIESTAD|0501-755270|http://www.mariestad.se|hogelidsskolan@mariestad.se|N|N|N|N|N|N|N|J|J|J|MARIESTADS KOMMUN|Synneve Åberg|0|0|0|0|0|0|0|96|87|82||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|17581579|Högelidsskolan F-6|Bergsgatan 31|54231|MARIESTAD|Bergsgatan 31|54231|MARIESTAD|0501-755270|http://www.mariestad.se|hogelidsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Zophia Zander Norell|46|40|30|36|34|54|57|0|0|0||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|38556869|Kronoparksskolan|Södra vägen 100|54244|MARIESTAD|Södra vägen 100|54244|MARIESTAD|0501-755530|http://www.mariestad.se|tunaholmsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Stina Wallqvist|29|24|29|26|28|43|25|0|0|0||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|71484023|Kvarnstenens skola|Kinnekullevägen 50|54274|MARIESTAD|Kinnekullevägen 50|54274|MARIESTAD|0501-755411|http://www.mariestad.se|tunaholmsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Fredrik Angelteg|16|19|19|20|15|24|17|0|0|0||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|20257409|Leksbergs skola|Sockenvägen 11|54294|MARIESTAD|Sockenvägen 11|54294|MARIESTAD|0501-755560|http://www.mariestad.se|tunaholmsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Emma Bohman|15|16|11|16|27|11|22|0|0|0||Kommuner
Enskild|5568020852|14|Västra Götalands län|1493|Mariestad|28646634|Lillängsskolan|Parkvägen 2|54232|MARIESTAD|Parkvägen 2|54232|MARIESTAD|0501-395771|http://www.lillängsskolan.se|marten.bremer@ekhamraskolan.se|J|J|J|J|J|J|J|N|N|N|Friskolan i Mariestad AB|Mårten Bremer|22|22|21|22|20|21|22|0|0|0|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|75839037|Lockerudsskolan|Västra vägen 37|54245|MARIESTAD|Västra vägen 37|54245|MARIESTAD|0501-755560|http://www.mariestad.se|tunaholmsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Emma Bohman|18|16|21|16|25|20|19|0|0|0||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|57260659|Lyrestads skola|Skolgatan 2|54873|LYRESTAD|Skolgatan 2|54873|LYRESTAD|0501-756720|http://www.mariestad.se|hogelidsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Inger Hermansson|14|11|14|9|13|11|14|0|0|0||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|12357670|Tidavads skola|Nya skolan 1|54293|MARIESTAD|Nya skolan 1|54293|MARIESTAD|0501-755390|http://www.mariestad.se|tunaholmsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Johan Östlund|15|9|16|10|21|14|10|0|0|0||Kommuner
Enskild|7696198865|14|Västra Götalands län|1493|Mariestad|48056070|Torsö Skärgårdsskola|Hässlestadvägen 1|54291|TORSÖ|Hässlestadsvägen 1|54291|TORSÖ|0501-377791|http://www.torsoskola.se|info@torsoskola.se|J|J|J|J|J|J|J|N|N|N|Torsö Skärgårdsskola Ekonomisk förening|Helena Ekström|6|2|4|4|7|4|7|0|0|0|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|48016437|Tunaholmsskolan|Leksbergsvägen 10|54244|MARIESTAD|Leksbergsvägen 10|54244|MARIESTAD|0501-755550|http://www.mariestad.se|tunaholmsskolan@mariestad.se|N|N|N|N|N|N|N|J|J|J|MARIESTADS KOMMUN|Anna Benedetto|0|0|0|0|0|0|0|113|90|95||Kommuner
Kommunal|2120001686|14|Västra Götalands län|1493|Mariestad|69164983|Ullervads skola|Ullervadsvägen 12|54273|MARIESTAD|Ullervadsvägen 12|54273|MARIESTAD|0501-755402|http://www.mariestad.se|hogelidsskolan@mariestad.se|J|J|J|J|J|J|J|N|N|N|MARIESTADS KOMMUN|Lena Ottosson-Burge|13|22|21|22|23|28|23|0|0|0||Kommuner
Enskild|7696081319|14|Västra Götalands län|1494|Lidköping|98083121|Broholmskolan|Mellbygatan 21|53151|LIDKÖPING|Mellbygatan 21|53151|LIDKÖPING|0510-771797|http://www.broholmskolan.se|info@broholmskolan.se|J|J|J|J|J|J|J|J|J|J|Broholmskolans ekonomiska förening|Annika Sonnbjer|36|32|32|33|36|36|36|36|36|35|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|37707717|Dalängskolan|Esplanaden 82|53153|LIDKÖPING|Esplanaden 82|53153|LIDKÖPING|0510-770600|http://www.dalang.lidkoping.se|dalangskolan@lidkoping.se|N|N|N|N|N|N|N|J|J|J|LIDKÖPINGS KOMMUN|Anneli Jonsson|0|0|0|0|0|0|0|126|144|134||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|25486432|Fredriksdalskolan|Floragatan 4|53136|LIDKÖPING|Floragatan 4|53136|LIDKÖPING|0510-770630|http://www.lidkoping.se|fredriksdalskolan@lidkoping.se|N|N|N|N|N|N|N|J|J|J|LIDKÖPINGS KOMMUN|Eva Dahl|0|0|0|0|0|0|0|109|110|118||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|31366755|Järpås skola|Backavägen 8|53175|JÄRPÅS|Backavägen 8|53175|JÄRPÅS|0510-771925|http://www.lidkoping.se|jarpasskolan@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Charlotte Angelteg|10|12|22|17|14|15|11|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|66892094|Lidåkerskolan|Majorsallén 77|53139|LIDKÖPING|Majorsallén 77|53139|LIDKÖPING|0510-770640|http://www.lidkoping.se|lidakerskolan@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Anna-Karin Florberger|24|25|25|62|32|50|54|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|10100155|Lilleskogs skola|N Tornväktargatan 14|53157|LIDKÖPING|N Tornväktargatan 14|53157|LIDKÖPING|0510-771666|http://www.lidkoping.se|lilleskogsskola@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Magnus Hammar|22|25|25|34|38|22|42|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|61093956|Majåkerskolan|Kockgårdsgatan 6|53141|LIDKÖPING|Kockgårdsgatan 6|53141|LIDKÖPING|0510-771461|http://www.lidkoping.se|majakerskolan@lidkoping.se|J|J|J|J|N|N|N|N|N|N|LIDKÖPINGS KOMMUN|Anna-Karin Florberger|45|26|33|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|47317570|Månesköldskolan|Månesköldsgatan 48|53152|LIDKÖPING|Månesköldsgatan 48|53152|LIDKÖPING|0510-770670|http://www.lidkoping.se|maneskold@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Marika Larsson|42|36|40|37|43|40|55|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|39219577|Otterstad skola|Otterstad|53199|LIDKÖPING|Otterstad|53199|LIDKÖPING|0510-771832|http://www.lidkoping.se|otterstadskola@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Elisabet Ingemarsson|21|12|20|12|14|9|17|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|52152242|Rudenschöldskolan|Rudenschöldsgatan 3|53150|LIDKÖPING|Rudenschöldsgatan 3|53150|LIDKÖPING|0510-770660|http://www.lidkoping.se|rudenscholdskolan@lidkoping.se|N|N|N|N|N|N|N|J|J|J|LIDKÖPINGS KOMMUN|Ann-Catrine Rundkvist|0|0|0|0|0|0|0|121|123|151||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|75230575|Råda skola|Råda|53196|LIDKÖPING|Råda|53196|LIDKÖPING|0510-771734|http://www.lidkoping.se|radaskola@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Sofia Pettersson|31|33|35|43|28|36|34|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|59324900|Salebyskolan|Holmavägen|53193|LIDKÖPING|Holmavägen|53193|LIDKÖPING|0510-771857|http://www.lidkoping.se|saleby.skolan@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Anna-Karin Florberger|6|13|13|10|15|12|10|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|65318157|Stenhammarskolan|Brynåsavägen 5|53156|LIDKÖPING|Brynåsavägen 5|53156|LIDKÖPING|0510-771560|http://www.lidkoping.se|stenhammarskolan@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Jenny Ryding|64|56|64|57|52|46|59|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|38545211|Stenportskolan|Stenportsgatan 89|53154|LIDKÖPING|Stenportsgatan 89|53154|LIDKÖPING|0510-770758|http://www.lidkoping.se|stenportskolan@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Harald Granbom|36|36|35|37|41|43|41|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|53155784|Tuns skola|Tunvägen 18|53030|TUN|Tunvägen 18|53030|TUN|0510-771950|http://www.lidkoping.se|tunskolan@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Lena Jannesson-Hagman|11|10|11|8|7|14|9|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|12640633|Wennerbergskolan|Prästgårdsgatan 1|53134|LIDKÖPING|Prästgårdsgatan 1|53134|LIDKÖPING|0510-770788|http://www.lidkoping.se|wennerbergskolan@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Maria Ek|31|31|33|23|22|24|23|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|95001615|Vinningaskolan|Konvaljevägen 5|53171|VINNINGA|Konvaljevägen 5|53171|VINNINGA|0510-771640|http://www.lidkoping.se|vinningaskolan@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Jytte Rixman|51|37|41|37|31|32|30|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|94298280|Örslösa skola|Örslösa|53197|LIDKÖPING|Tegelvägen|53197|LIDKÖPING|0510-771833|http://www.lidkoping.se|orslosaskola@lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Camilla Carlsson|21|18|20|20|19|19|19|0|0|0||Kommuner
Kommunal|2120001694|14|Västra Götalands län|1494|Lidköping|12159058|Östbyskolan|Mariagatan 8|53138|LIDKÖPING|Mariagatan 8|53138|LIDKÖPING|0510-770794|http://www.lidkoping.se|ostbyskolan@ostby.lidkoping.se|J|J|J|J|J|J|J|N|N|N|LIDKÖPINGS KOMMUN|Maria Westberg|22|16|24|26|12|20|13|0|0|0||Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|38048590|Ardalaskolan|Skara kommun|53288|SKARA|Idrottsvägen|53274|ARDRALA|0511-32972|http://www.skara.se|ardalaskolan@skara.se|J|J|J|J|J|J|J|N|N|N|SKARA KOMMUN|Caroline Frisell Ivarsen|21|26|22|30|20|21|25|0|0|0||Kommuner
Enskild|7696068381|14|Västra Götalands län|1495|Skara|46013569|Friskolan Metis|Sankta Katarinagatan 2|53232|SKARA|Sankta Katarinagatan 2|53232|SKARA|0511-13240|http://www.friskolanmetis.com|dan.jakobsson@friskolanmetis.se|J|J|J|J|J|J|J|J|J|J|LÄROCENTRUM I SKARA EKONOMISK FÖRENING|Dan Jakobsson|15|15|15|15|15|16|18|35|36|25|Allmän|Ekonomiska föreningar utom bostadsrättsföreningar
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|60102425|Gällkvistskolan|Skara kommun|53288|SKARA|Jarlagatan 21|53236|SKARA|0511-32250|http://www.skara.se|gallkvistskolan@skara.se|J|J|J|J|J|J|J|N|N|N|SKARA KOMMUN|Marie Tell|32|44|29|38|47|44|45|6|6|7||Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|17344497|Källeskolan|Skara kommun|53288|SKARA|Bommagatan|53231|SKARA|0511-32264|http://www.skara.se|kalleskolan@skara.se|J|J|J|J|J|J|J|N|N|N|SKARA KOMMUN|Carl Liwell|43|47|47|44|43|47|34|1|0|0||Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|60380574|Mariebergsskolan|Skara kommun|53288|SKARA|Hindsbogatan 53|53232|SKARA|0511-32017|http://www.skara.se|mariebergsskolan@skara.se|J|J|J|J|J|J|J|N|N|N|SKARA KOMMUN|David Lantz|44|47|39|44|45|46|37|0|0|0||Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|69191781|Skara 7-9|Skara Kommun|53288|SKARA|Skolgatan 27|53231|SKARA|0511-32300|http://www.skara.se|barn.utbildning@skara.se|N|N|N|N|N|N|N|J|J|J|SKARA KOMMUN|Maria Eriksson|0|0|0|0|0|0|0|163|193|172||Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|51508215|Valleskolan|Skara kommun|53288|SKARA|Hedvägen|53272|AXVALL|0511-32940|http://www.skara.se|valleskolan@skara.se|J|J|J|J|J|J|J|N|N|N|SKARA KOMMUN|Helene Johansson|29|21|28|31|22|35|31|0|0|0||Kommuner
Kommunal|2120001702|14|Västra Götalands län|1495|Skara|90909242|Varnhemsskolan|Skara kommun|53288|SKARA|Varnhem|53273|VARNHEM|0511-32951|http://www.skara.se|varnhemsskolan@skara.se|J|J|J|J|J|J|J|N|N|N|SKARA KOMMUN|Maria Nyman|25|20|20|17|20|17|23|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|27195961|Billingsdalsskolan|Skolvägen 3|54157|SKÖVDE|Skolvägen 3|54157|SKÖVDE|0500-497900|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Ulla Schmidt-Dahlin|48|49|29|34|42|47|40|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|68603832|Billingskolan 848|Norra Bergvägen 27|54132|SKÖVDE|Norra Bergvägen 27|54132|SKÖVDE|0500-497102|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|N|N|N|N|N|N|SKÖVDE KOMMUN|Annika Lund|48|53|45|52|33|47|53|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|99701547|Billingskolan 849|Norra Bergvägen 27|54132|SKÖVDE|Norra Bergvägen 27|54132|SKÖVDE|0500-497102|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Annika Lund|0|0|0|0|0|0|0|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|36233215|Eriksdalskolan 862|Östergatan 28|54136|SKÖVDE|Östergatan 28|54136|SKÖVDE|0500-495970|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Camilla Wallin|36|34|26|43|27|31|31|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|97361837|Eriksdalskolan 863|Östergatan 28|54136|SKÖVDE|Östergatan 28|54136|SKÖVDE|0500-495970|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|N|N|N|N|N|N|J|J|J|SKÖVDE KOMMUN|Ewa Holmberg|0|0|0|0|0|0|0|88|76|78||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|48659655|Frösve skola|Kunskapsvägen 1|54170|SKÖVDE|Kunskapsvägen 1|54170|SKÖVDE|0500-497080|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Inger Jönsson|43|37|41|43|48|44|46|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|33092776|Helenaskolan 857|Box 92077|54102|SKÖVDE|Staketgatan 10|54102|SKÖVDE|0500-497130|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|N|N|N|N|N|N|J|N|J|SKÖVDE KOMMUN|Bernt Hall|0|0|0|0|0|0|0|0|151|188||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|54790414|Helenaskolan 858|Box 92077|54102|SKÖVDE|Staketgatan 10|54102|SKÖVDE|0500-497130|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|N|N|N|N|N|N|N|J|N|SKÖVDE KOMMUN|Fhia Lind|0|0|0|0|0|0|0|181|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|69034506|Heneskolan|Karl Dahlins väg 29|54154|SKÖVDE|Karl Dahlins väg 29|54154|SKÖVDE|0500-497800|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Lena Thyberg|59|42|46|52|55|41|51|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|33331230|Käpplundaskolan 851|Havstenavägen 3|54143|SKÖVDE|Havstenavägen 3|54143|SKÖVDE|0500-497850|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|N|N|N|N|N|N|SKÖVDE KOMMUN|Linda Bårring|68|72|73|75|0|0|0|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|66604468|Käpplundaskolan 852|Havstenavägen 3|54143|SKÖVDE|Havstenavägen 3|54143|SKÖVDE|0500-497850|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|N|N|N|N|J|J|J|N|N|N|SKÖVDE KOMMUN|Helena Birgersson|0|0|0|0|70|70|79|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|13030046|Lerdala skola|Skaravägen 19|54017|LERDALA|Skaravägen 19|54017|LERDALA|0500-497225|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Johan Holmberg|17|10|19|18|18|17|21|0|0|0||Kommuner
Kommunal|2120001710|14|Västra Götalands län|1496|Skövde|53291692|Lundenskolan 850|Mariestadsvägen 106-110|54139|SKÖVDE|Mariestadsvägen 106-110|54139|SKÖVDE|0500-497070|http://www.skovde.se|barn-ochutbildningsnamnden@skovde.se|J|J|J|J|J|J|J|N|N|N|SKÖVDE KOMMUN|Annika Henrysson|36|32|51|42|38|24|35|0|0|0||Kommuner
Enskild|5567410807|14|Västra Götalands län|1496|Skövde|94502924|Mia skola|Lundenvägen 4|54139|SKÖVDE|Lundenvägen 4|54139|SKÖVDE|0500-440900|http://www.miaskola.se|mail@miaskola.se|N|N|N|N|N|N|J|J|J|J|Mia skola AB|Stina Apelskog|0|0|0|0|0|0|0|2|0|5|Allmän|Aktiebolag utom bank- och försäkringsaktiebolag
